interaction_id,Interaction_Time,Department,User_Role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact,Feedback_Category,Speed_Performance,AI_Success_Flag
INT-100815,25:31.9,HR,Analyst,What is customer churn rate?,Customer,Profit Margin,Trend Analysis,0.8,915,2,nan,Negative,Slow,Review Needed
INT-100778,32:31.9,Finance,Executive,What is customer churn rate?,Revenue,Profit Margin,Predictive,0.7,2124,2,Medium,Negative,Slow,Review Needed
INT-100978,12:31.9,Finance,Manager,Compare sales performance by region,Marketing,ROI,Predictive,0.8,2497,3,Medium,Neutral,Slow,High Performance
INT-100919,25:31.9,HR,Intern,Compare sales performance by region,Customer,ROI,Trend Analysis,0.9,1169,1,Medium,Negative,Slow,Review Needed
INT-100920,17:31.9,Finance,Executive,Forecast next quarter revenue,Marketing,Churn Rate,Trend Analysis,0.9,1378,1,High,Negative,Slow,Review Needed
INT-102013,59:31.9,Marketing,Intern,Show monthly revenue trend,Sales,Profit Margin,Predictive,0.7,437,5,High,Positive,Fast,High Performance
INT-101854,48:31.9,Sales,Analyst,Forecast next quarter revenue,Sales,Churn Rate,Predictive,0.6,1201,0,High,No Rating,Slow,Review Needed
INT-101808,07:31.9,Marketing,Manager,Compare sales performance by region,Finance,ROI,Descriptive,0.8,477,2,Medium,Negative,Fast,Review Needed
INT-101822,07:31.9,Marketing,Executive,What is customer churn rate?,Revenue,ROI,Predictive,0.9,267,0,nan,No Rating,Instant,Review Needed
INT-101898,31:31.9,Marketing,Analyst,Forecast next quarter revenue,Revenue,Profit Margin,Trend Analysis,0.7,598,2,Low,Negative,Fast,Review Needed
INT-101665,01:31.9,Operations,Executive,Compare sales performance by region,Revenue,Profit Margin,Descriptive,0.8,1930,5,Medium,Positive,Slow,High Performance
INT-101667,31:31.9,Operations,Analyst,Compare sales performance by region,Customer,ROI,Trend Analysis,0.6,1313,2,Medium,Negative,Slow,Review Needed
INT-101762,17:31.9,Sales,Manager,Compare sales performance by region,Marketing,Conversion Rate,Predictive,1,892,2,Medium,Negative,Slow,Review Needed
INT-101624,42:31.9,Sales,Executive,What is customer churn rate?,Sales,Churn Rate,Trend Analysis,1,900,2,Low,Negative,Slow,Review Needed
INT-101566,22:31.9,HR,Executive,Forecast next quarter revenue,Finance,ROI,Descriptive,0.8,1193,3,Medium,Neutral,Slow,High Performance
INT-101577,44:31.9,HR,Analyst,What is customer churn rate?,Sales,Profit Margin,Descriptive,0.8,2314,4,Medium,Positive,Slow,High Performance
INT-101580,30:31.9,HR,Manager,What is customer churn rate?,Finance,ROI,Descriptive,0.6,1541,4,Medium,Positive,Slow,High Performance
INT-102111,46:31.9,HR,Intern,Which campaign had highest ROI?,Finance,Conversion Rate,Descriptive,0.8,1649,3,Medium,Neutral,Slow,High Performance
INT-102114,19:31.9,Marketing,Executive,Show monthly revenue trend,Finance,Conversion Rate,Predictive,0.9,535,1,High,Negative,Fast,Review Needed
INT-102143,30:31.9,Sales,Intern,Which campaign had highest ROI?,Marketing,Conversion Rate,Predictive,0.8,1578,3,Medium,Neutral,Slow,High Performance
INT-102195,40:31.9,HR,Intern,Compare sales performance by region,Customer,Profit Margin,Predictive,1,230,3,Low,Neutral,Instant,High Performance
INT-102843,58:31.9,Sales,Intern,Forecast next quarter revenue,Revenue,Profit Margin,Predictive,0.9,870,3,Medium,Neutral,Slow,High Performance
INT-102972,25:31.9,Sales,Executive,Show monthly revenue trend,Revenue,Revenue,Predictive,0.7,1130,3,Low,Neutral,Slow,High Performance
INT-103018,28:31.9,HR,Executive,Compare sales performance by region,Sales,Revenue,Predictive,0.6,718,1,Low,Negative,Slow,Review Needed
INT-103000,29:31.9,Finance,Analyst,Show monthly revenue trend,Customer,Revenue,Descriptive,0.9,1558,4,Low,Positive,Slow,High Performance
INT-103009,51:31.9,Finance,Intern,Compare sales performance by region,Sales,Churn Rate,Predictive,0.7,290,3,Medium,Neutral,Instant,High Performance
INT-102808,25:31.9,Finance,Manager,Forecast next quarter revenue,Marketing,Profit Margin,Predictive,0.8,1615,3,Medium,Neutral,Slow,High Performance
INT-102792,14:31.9,Operations,Intern,Compare sales performance by region,Marketing,Profit Margin,Descriptive,0.7,446,4,Low,Positive,Fast,High Performance
INT-102586,35:31.9,Finance,Analyst,Show monthly revenue trend,Customer,Revenue,Trend Analysis,0.8,1260,4,nan,Positive,Slow,High Performance
INT-102631,07:31.9,HR,Executive,Forecast next quarter revenue,Customer,Churn Rate,Predictive,0.9,974,4,Medium,Positive,Slow,High Performance
INT-102623,31:31.9,Marketing,Manager,Forecast next quarter revenue,Revenue,Profit Margin,Descriptive,0.7,1639,0,Low,No Rating,Slow,Review Needed
INT-102418,32:31.9,Operations,Analyst,What is customer churn rate?,Revenue,Churn Rate,Predictive,0.7,1552,2,Medium,Negative,Slow,Review Needed
INT-102511,53:31.9,Finance,Intern,Forecast next quarter revenue,Revenue,Revenue,Trend Analysis,0.8,1604,3,High,Neutral,Slow,High Performance
INT-102309,00:31.9,HR,Executive,Show monthly revenue trend,Sales,Conversion Rate,Trend Analysis,1,1489,3,Low,Neutral,Slow,High Performance
INT-102304,51:31.9,Marketing,Intern,Show monthly revenue trend,Finance,ROI,Descriptive,1,1328,3,Medium,Neutral,Slow,High Performance
INT-103161,45:31.9,Finance,Analyst,Show monthly revenue trend,Marketing,Profit Margin,Trend Analysis,0.8,1628,2,Medium,Negative,Slow,Review Needed
INT-103169,36:31.9,Finance,Executive,Forecast next quarter revenue,Marketing,ROI,Trend Analysis,1,1534,1,Medium,Negative,Slow,Review Needed
INT-103093,31:31.9,Operations,Analyst,Compare sales performance by region,Sales,Churn Rate,Descriptive,0.9,2017,4,High,Positive,Slow,High Performance
INT-103188,51:31.9,Operations,Intern,What is customer churn rate?,Customer,Churn Rate,Trend Analysis,0.7,1031,3,Medium,Neutral,Slow,High Performance
INT-100008,38:31.9,Finance,Intern,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.6,1676,3,nan,Neutral,Slow,High Performance
INT-100049,29:31.9,HR,Intern,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.9,1094,0,nan,No Rating,Slow,Review Needed
INT-100231,32:31.9,Sales,Intern,What is customer churn rate?,Marketing,Revenue,Descriptive,0.6,1199,4,Low,Positive,Slow,High Performance
INT-100150,32:31.9,Sales,Executive,Forecast next quarter revenue,Revenue,ROI,Trend Analysis,0.9,2439,5,nan,Positive,Slow,High Performance
INT-100164,43:31.9,Finance,Analyst,Which campaign had highest ROI?,Sales,Profit Margin,Trend Analysis,0.9,2222,5,Medium,Positive,Slow,High Performance
INT-100281,04:31.9,Operations,Intern,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,1,2178,2,nan,Negative,Slow,Review Needed
INT-100407,56:31.9,HR,Manager,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.8,2457,4,Medium,Positive,Slow,High Performance
INT-100372,45:31.9,Marketing,Intern,What is customer churn rate?,Customer,Profit Margin,Predictive,0.7,1924,2,Medium,Negative,Slow,Review Needed
INT-100566,39:31.9,Finance,Intern,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.6,2009,2,nan,Negative,Slow,Review Needed
INT-100593,34:31.9,Marketing,Manager,Forecast next quarter revenue,Customer,Conversion Rate,Descriptive,0.9,918,1,Medium,Negative,Slow,Review Needed
INT-100733,49:31.9,Marketing,Intern,Show monthly revenue trend,Revenue,Profit Margin,Trend Analysis,0.9,1813,0,High,No Rating,Slow,Review Needed
INT-100755,26:31.9,Finance,Intern,Compare sales performance by region,Revenue,Profit Margin,Descriptive,0.8,2003,5,Medium,Positive,Slow,High Performance
INT-100922,40:31.9,Operations,Manager,Compare sales performance by region,Revenue,Conversion Rate,Descriptive,0.8,2454,3,Low,Neutral,Slow,High Performance
INT-100965,40:31.9,Marketing,Intern,Show monthly revenue trend,Finance,Conversion Rate,Descriptive,0.9,496,4,High,Positive,Fast,High Performance
INT-100970,54:31.9,HR,Analyst,Which campaign had highest ROI?,Customer,Revenue,Descriptive,0.6,1909,2,High,Negative,Slow,Review Needed
INT-101030,24:31.9,Operations,Analyst,Show monthly revenue trend,Marketing,Conversion Rate,Predictive,0.8,1931,4,nan,Positive,Slow,High Performance
INT-101032,26:31.9,Sales,Manager,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.8,1107,4,Low,Positive,Slow,High Performance
INT-100790,13:31.9,Finance,Manager,Compare sales performance by region,Revenue,Churn Rate,Trend Analysis,0.9,1885,2,High,Negative,Slow,Review Needed
INT-100787,38:31.9,HR,Analyst,Show monthly revenue trend,Customer,Churn Rate,Predictive,0.9,535,3,Low,Neutral,Fast,High Performance
INT-100891,58:31.9,Operations,Intern,Which campaign had highest ROI?,Finance,Revenue,Predictive,0.6,2409,1,Medium,Negative,Slow,Review Needed
INT-100869,38:31.9,HR,Manager,Show monthly revenue trend,Revenue,Revenue,Descriptive,0.8,1492,1,Medium,Negative,Slow,Review Needed
INT-100859,48:31.9,Finance,Analyst,Compare sales performance by region,Finance,Conversion Rate,Descriptive,1,1553,1,High,Negative,Slow,Review Needed
INT-100828,09:31.9,Marketing,Manager,What is customer churn rate?,Finance,Revenue,Trend Analysis,0.8,1037,5,Low,Positive,Slow,High Performance
INT-101079,39:31.9,Marketing,Manager,Which campaign had highest ROI?,Sales,Revenue,Trend Analysis,0.9,286,2,Medium,Negative,Instant,Review Needed
INT-101248,27:31.9,Operations,Manager,Compare sales performance by region,Marketing,Churn Rate,Descriptive,0.7,2102,1,High,Negative,Slow,Review Needed
INT-101397,42:31.9,Marketing,Intern,Show monthly revenue trend,Finance,Revenue,Predictive,0.8,1226,5,High,Positive,Slow,High Performance
INT-101379,24:31.9,Marketing,Manager,Compare sales performance by region,Revenue,ROI,Descriptive,0.7,2300,4,Medium,Positive,Slow,High Performance
INT-101327,19:31.9,HR,Manager,Which campaign had highest ROI?,Sales,ROI,Trend Analysis,0.7,2362,0,Medium,No Rating,Slow,Review Needed
INT-101339,38:31.9,Operations,Analyst,What is customer churn rate?,Marketing,Profit Margin,Trend Analysis,0.8,500,3,Low,Neutral,Fast,High Performance
INT-101341,28:31.9,Sales,Intern,Show monthly revenue trend,Marketing,ROI,Predictive,0.9,1394,3,High,Neutral,Slow,High Performance
INT-102205,03:31.9,Operations,Manager,What is customer churn rate?,Customer,Conversion Rate,Trend Analysis,0.8,2062,5,Medium,Positive,Slow,High Performance
INT-102113,23:31.9,Marketing,Manager,What is customer churn rate?,Finance,Revenue,Trend Analysis,0.9,2020,4,Medium,Positive,Slow,High Performance
INT-102238,16:31.9,Marketing,Intern,What is customer churn rate?,Finance,Profit Margin,Descriptive,0.8,2487,0,Medium,No Rating,Slow,Review Needed
INT-101542,25:31.9,Finance,Manager,Show monthly revenue trend,Sales,Revenue,Descriptive,0.9,1341,3,High,Neutral,Slow,High Performance
INT-101593,15:31.9,HR,Manager,Show monthly revenue trend,Revenue,Profit Margin,Trend Analysis,0.9,804,5,Low,Positive,Slow,High Performance
INT-101595,01:31.9,Operations,Analyst,Compare sales performance by region,Customer,ROI,Descriptive,0.7,2356,1,Medium,Negative,Slow,Review Needed
INT-101725,26:31.9,Sales,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Descriptive,0.8,501,2,High,Negative,Fast,Review Needed
INT-101918,35:31.9,Operations,Intern,Which campaign had highest ROI?,Finance,Conversion Rate,Descriptive,0.6,1061,1,Medium,Negative,Slow,Review Needed
INT-101830,31:31.9,Finance,Manager,Forecast next quarter revenue,Marketing,ROI,Descriptive,0.8,1782,0,High,No Rating,Slow,Review Needed
INT-102029,51:31.9,Sales,Analyst,Forecast next quarter revenue,Finance,Revenue,Trend Analysis,0.7,1622,3,Low,Neutral,Slow,High Performance
INT-102031,01:31.9,Finance,Intern,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.7,1772,2,Low,Negative,Slow,Review Needed
INT-102290,30:31.9,HR,Executive,What is customer churn rate?,Revenue,Revenue,Predictive,0.7,2402,4,Low,Positive,Slow,High Performance
INT-102297,22:31.9,Operations,Intern,What is customer churn rate?,Revenue,Churn Rate,Predictive,1,484,1,Medium,Negative,Fast,Review Needed
INT-102284,47:31.9,Operations,Executive,Forecast next quarter revenue,Sales,Revenue,Descriptive,0.8,1918,3,Medium,Neutral,Slow,High Performance
INT-102287,42:31.9,Marketing,Intern,Which campaign had highest ROI?,Finance,Profit Margin,Descriptive,0.8,461,3,Medium,Neutral,Fast,High Performance
INT-102350,33:31.9,Operations,Executive,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.8,2155,0,High,No Rating,Slow,Review Needed
INT-102535,39:31.9,Operations,Intern,Forecast next quarter revenue,Marketing,ROI,Descriptive,0.9,2026,4,High,Positive,Slow,High Performance
INT-102428,20:31.9,HR,Executive,Show monthly revenue trend,Revenue,Conversion Rate,Descriptive,0.8,2221,2,Low,Negative,Slow,Review Needed
INT-102455,01:31.9,Operations,Intern,What is customer churn rate?,Marketing,Profit Margin,Predictive,0.9,2367,3,High,Neutral,Slow,High Performance
INT-102645,24:31.9,HR,Analyst,What is customer churn rate?,Revenue,ROI,Descriptive,1,2486,4,Low,Positive,Slow,High Performance
INT-102646,23:31.9,Sales,Manager,Forecast next quarter revenue,Customer,ROI,Trend Analysis,0.6,379,3,nan,Neutral,Fast,High Performance
INT-102811,22:31.9,Sales,Analyst,Which campaign had highest ROI?,Revenue,Revenue,Predictive,0.7,2451,5,Low,Positive,Slow,High Performance
INT-102707,00:31.9,Finance,Intern,What is customer churn rate?,Sales,Conversion Rate,Predictive,0.7,1956,0,High,No Rating,Slow,Review Needed
INT-103005,33:31.9,HR,Executive,Which campaign had highest ROI?,Marketing,Conversion Rate,Descriptive,1,2189,3,Medium,Neutral,Slow,High Performance
INT-102841,49:31.9,HR,Executive,What is customer churn rate?,Marketing,ROI,Descriptive,0.8,706,2,nan,Negative,Slow,Review Needed
INT-102894,04:31.9,Operations,Executive,Which campaign had highest ROI?,Revenue,Conversion Rate,Trend Analysis,0.8,1203,3,Medium,Neutral,Slow,High Performance
INT-103193,11:31.9,Marketing,Manager,Compare sales performance by region,Marketing,Churn Rate,Predictive,0.9,614,1,Low,Negative,Slow,Review Needed
INT-103124,57:31.9,Sales,Intern,Which campaign had highest ROI?,Finance,Conversion Rate,Predictive,0.7,2132,1,High,Negative,Slow,Review Needed
INT-100732,19:31.9,HR,Intern,Which campaign had highest ROI?,Finance,Revenue,Predictive,0.9,1989,2,Medium,Negative,Slow,Review Needed
INT-100745,40:31.9,Finance,Manager,What is customer churn rate?,Customer,ROI,Trend Analysis,0.7,881,2,Medium,Negative,Slow,Review Needed
INT-100714,33:31.9,Finance,Manager,Which campaign had highest ROI?,Marketing,Churn Rate,Descriptive,0.7,1979,4,Medium,Positive,Slow,High Performance
INT-100664,01:31.9,Finance,Analyst,Which campaign had highest ROI?,Sales,Churn Rate,Trend Analysis,0.6,849,4,High,Positive,Slow,High Performance
INT-100712,32:31.9,Marketing,Intern,Which campaign had highest ROI?,Customer,Churn Rate,Trend Analysis,0.7,1796,0,Medium,No Rating,Slow,Review Needed
INT-100688,32:31.9,Sales,Executive,What is customer churn rate?,Customer,Churn Rate,Descriptive,0.8,1123,0,Low,No Rating,Slow,Review Needed
INT-100518,31:31.9,Operations,Intern,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.9,2220,3,Medium,Neutral,Slow,High Performance
INT-100417,26:31.9,Marketing,Executive,Compare sales performance by region,Marketing,ROI,Descriptive,0.8,1646,1,Medium,Negative,Slow,Review Needed
INT-100402,22:31.9,Sales,Manager,Forecast next quarter revenue,Revenue,Churn Rate,Predictive,0.9,1611,4,Low,Positive,Slow,High Performance
INT-100151,32:31.9,Sales,Manager,Compare sales performance by region,Finance,Conversion Rate,Trend Analysis,0.8,2030,3,Medium,Neutral,Slow,High Performance
INT-100157,51:31.9,Operations,Manager,Show monthly revenue trend,Marketing,Conversion Rate,Descriptive,0.9,646,4,nan,Positive,Slow,High Performance
INT-100043,52:31.9,Marketing,Intern,Forecast next quarter revenue,Revenue,ROI,Predictive,0.8,849,1,nan,Negative,Slow,Review Needed
INT-100053,59:31.9,Operations,Manager,Compare sales performance by region,Marketing,Profit Margin,Trend Analysis,0.9,2348,2,Medium,Negative,Slow,Review Needed
INT-100135,00:31.9,Finance,Intern,Show monthly revenue trend,Finance,Conversion Rate,Descriptive,0.8,1982,3,Medium,Neutral,Slow,High Performance
INT-100136,48:31.9,HR,Manager,Which campaign had highest ROI?,Revenue,Conversion Rate,Descriptive,0.9,1949,2,Medium,Negative,Slow,Review Needed
INT-100095,02:31.9,Finance,Executive,What is customer churn rate?,Revenue,ROI,Descriptive,0.8,1603,4,High,Positive,Slow,High Performance
INT-101237,39:31.9,Sales,Intern,Which campaign had highest ROI?,Revenue,Profit Margin,Descriptive,1,1458,4,Medium,Positive,Slow,High Performance
INT-101235,54:31.9,Operations,Executive,Forecast next quarter revenue,Finance,Conversion Rate,Descriptive,0.8,1107,4,Low,Positive,Slow,High Performance
INT-101177,58:31.9,Sales,Manager,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.9,2348,1,nan,Negative,Slow,Review Needed
INT-101262,37:31.9,Marketing,Intern,What is customer churn rate?,Revenue,Revenue,Descriptive,0.7,1730,4,Low,Positive,Slow,High Performance
INT-101099,35:31.9,Marketing,Intern,What is customer churn rate?,Sales,ROI,Trend Analysis,0.7,278,3,nan,Neutral,Instant,High Performance
INT-100839,00:31.9,Finance,Manager,Which campaign had highest ROI?,Revenue,ROI,Trend Analysis,0.9,2086,3,Medium,Neutral,Slow,High Performance
INT-100897,07:31.9,Sales,Manager,Show monthly revenue trend,Marketing,Churn Rate,Descriptive,0.7,608,0,nan,No Rating,Slow,Review Needed
INT-100776,39:31.9,Marketing,Analyst,Compare sales performance by region,Sales,Churn Rate,Trend Analysis,0.6,558,5,Medium,Positive,Fast,High Performance
INT-101004,36:31.9,Operations,Analyst,Forecast next quarter revenue,Marketing,Revenue,Predictive,0.6,302,2,Low,Negative,Fast,Review Needed
INT-100947,13:31.9,HR,Analyst,Show monthly revenue trend,Marketing,Conversion Rate,Descriptive,0.9,938,3,nan,Neutral,Slow,High Performance
INT-100926,51:31.9,Marketing,Analyst,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.7,232,2,Medium,Negative,Instant,Review Needed
INT-101988,33:31.9,Sales,Analyst,Which campaign had highest ROI?,Finance,Profit Margin,Predictive,1,1914,3,High,Neutral,Slow,High Performance
